company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,year,month,layoff_size,funding_category
BlissClub,"Bengaluru, Non-U.S.",21.0,2024-02-09,0.18,Retail,https://inc42.com/buzz/exclusive-d2c-startup-blissclub-fires-about-18-workforce-to-cut-costs/,Series A,20.0,India,2/10/2024,2024,2,Small,Low
Pure Storage,SF Bay Area,275.0,2024-02-08,,Data,https://blocksandfiles.com/2024/02/08/pure-storage-lays-off-staff-again/,Post-IPO,529.0,United States,2/8/2024,2024,2,Medium,High
Otovo,"Oslo, Non-U.S.",65.0,2024-02-08,0.15,Energy,https://www.mynewsdesk.com/otovo/pressreleases/otovo-q4-2023-cost-cuts-and-efficiency-program-executed-ready-for-2024-3302572,Post-IPO,247.0,Norway,2/20/2024,2024,2,Small,High
Grammarly,SF Bay Area,230.0,2024-02-07,,Consumer,https://elbuz.com/en/grammarly-skorochue-230-chleniv-komandi-37-z-yakikh-v-ukraini,Unknown,400.0,United States,2/7/2024,2024,2,Medium,High
Fireblocks,New York City,20.0,2024-02-07,0.03,Crypto,https://www.calcalistech.com/ctechnews/article/rjkvszzit,Series E,1000.0,United States,2/7/2024,2024,2,Small,High
DocuSign,SF Bay Area,440.0,2024-02-06,0.06,Sales,https://www.cnbc.com/2024/02/06/docusign-to-lay-off-6percent-of-workforce-or-about-440-jobs.html,Post-IPO,536.0,United States,2/6/2024,2024,2,Medium,High
Amazon,Seattle,400.0,2024-02-06,,Retail,https://www.businessinsider.com/amazon-one-medical-pharmacy-layoffs-broader-cost-cutting-campaign-2024-2,Post-IPO,108.0,United States,2/7/2024,2024,2,Medium,Medium
Snap,Los Angeles,500.0,2024-02-05,0.1,Consumer,https://www.cnbc.com/2024/02/05/snap-to-lay-off-10percent-of-global-workforce-around-500-employees.html,Post-IPO,4900.0,United States,2/5/2024,2024,2,Medium,Very High
Drizly,Boston,168.0,2024-02-05,1.0,Retail,https://www.boston.com/news/business/2024/02/05/uber-drizly-to-lay-off-168-boston-workers/,Acquired,119.0,United States,2/6/2024,2024,2,Medium,Medium
BillGO,Fort Collins,80.0,2024-02-05,,Finance,https://www.coloradoan.com/story/money/business/2024/02/05/billgo-announces-80-layoffs-at-fort-collins-office/72484159007/,Series B,119.0,United States,2/6/2024,2024,2,Small,Medium
Impact.com,Los Angeles,40.0,2024-02-05,0.03,Sales,https://www.adnews.com.au/news/impact-com-cuts-staff-in-global-cost-cutting,Private Equity,361.0,United States,2/6/2024,2024,2,Small,High
Cue Health,San Diego,245.0,2024-02-02,0.3,Healthcare,https://www.sandiegouniontribune.com/business/story/2024-02-02/cue-health-lays-off-more-than-30-percent-of-its-global-workforce,Post-IPO,899.0,United States,2/5/2024,2024,2,Medium,High
Top Hat,"Toronto, Non-U.S.",35.0,2024-02-02,0.07,Education,https://betakit.com/toronto-software-companies-top-hat-loopio-wattpad-make-layoffs/,Series E,234.0,Canada,2/2/2024,2024,2,Small,High
Okta,SF Bay Area,400.0,2024-02-01,0.07,Security,https://www.cnbc.com/2024/02/01/okta-to-lay-off-7percent-of-staff-about-400-employees.html,Post-IPO,1200.0,United States,2/1/2024,2024,2,Medium,Very High
Zoom,SF Bay Area,150.0,2024-02-01,0.02,Other,https://www.cnbc.com/2024/02/01/zoom-layoffs-company-cuts-150-employees-2percent-of-workforce.html,Post-IPO,276.0,United States,2/1/2024,2024,2,Medium,High
Illumina,San Diego,111.0,2024-02-01,,Healthcare,https://www.sandiegouniontribune.com/business/story/2024-02-01/illumina-lays-off-11,Post-IPO,28.0,United States,2/3/2024,2024,2,Medium,Low
Polygon,"Cayman Islands, Non-U.S.",60.0,2024-02-01,0.19,Crypto,https://forum.polygon.technology/t/an-update-on-polygon-labs-polygon-ventures-and-polygon-id/13507,Unknown,451.0,Cayman Islands,2/1/2024,2024,2,Small,High
Proofpoint,SF Bay Area,280.0,2024-01-31,0.06,Security,https://www.calcalistech.com/ctechnews/article/hjaniiwc6,Acquired,885.0,United States,1/31/2024,2024,1,Medium,High
Trove Recommerce,SF Bay Area,130.0,2024-01-31,,Retail,https://www.bizjournals.com/sanfrancisco/news/2024/01/31/trove-apparel-resale-tech-layoff-brisbane.html,Series E,152.0,United States,2/2/2024,2024,1,Medium,Medium
CircleCI,SF Bay Area,100.0,2024-01-31,,Product,Internal memo,Series F,315.0,United States,2/1/2024,2024,1,Small,High
Thinx,New York City,95.0,2024-01-31,,Retail,https://www.modernretail.co/operations/thinx-to-layoff-95-workers-per-new-york-state-labor-filing/,Acquired,26.0,United States,1/31/2024,2024,1,Small,Low
Innoviz,"Tel Aviv, Non-U.S.",60.0,2024-01-31,0.13,Transportation,https://www.calcalistech.com/ctechnews/article/hjs6xbucp,Post-IPO,547.0,Israel,2/1/2024,2024,1,Small,High
PayPal,SF Bay Area,2500.0,2024-01-30,0.09,Finance,https://www.bloomberg.com/news/articles/2024-01-30/paypal-to-cut-around-2-500-jobs-as-rivals-snag-market-share,Post-IPO,216.0,United States,1/30/2024,2024,1,Large,High
Block,SF Bay Area,1000.0,2024-01-30,0.1,Finance,https://www.businessinsider.com/block-layoffs-jack-dorsey-tech-industry-cuts-2024-1,Post-IPO,150.0,United States,1/30/2024,2024,1,Medium,Medium
Kiwi.com,"Brno, Non-U.S.",216.0,2024-01-30,0.18,Travel,https://cc.cz/vyhledavac-letenek-kiwi-com-hromadne-propousti-nejtezsi-rozhodnuti-v-zivote-rika-dlouhy/,Unknown,107.0,Czech Republic,1/30/2024,2024,1,Medium,Medium
Aurora Solar,SF Bay Area,111.0,2024-01-30,0.2,Energy,https://techcrunch.com/2024/01/30/aurora-solar-layoffs/,Series D,523.0,United States,1/30/2024,2024,1,Medium,High
Wattpad,"Toronto, Non-U.S.",20.0,2024-01-30,0.1,Media,https://techcrunch.com/2024/01/30/wattpad-a-storytelling-platform-conducts-another-layoff-round/,Acquired,117.0,Canada,1/31/2024,2024,1,Small,Medium
TechCrunch,SF Bay Area,7.0,2024-01-30,,Media,https://www.adweek.com/media/techcrunch-shutters-subscription-layoffs/,Acquired,0.0,United States,1/31/2024,2024,1,Small,
iRobot,Boston,350.0,2024-01-29,0.31,Consumer,https://www.cnbc.com/2024/01/29/amazon-terminates-irobot-deal-vacuum-maker-to-lay-off-31percent-of-staff.html,Post-IPO,30.0,United States,1/29/2024,2024,1,Medium,Low
DispatchHealth,Denver,88.0,2024-01-29,,Healthcare,https://homehealthcarenews.com/2024/01/layoffs-hit-at-home-care-innovator-dispatchhealth/,Series E,733.0,United States,1/30/2024,2024,1,Small,High
Salesforce,SF Bay Area,700.0,2024-01-26,0.01,Sales,https://www.wsj.com/economy/jobs/salesforce-laying-off-700-workers-in-latest-tech-industry-downsizing-6a082fa3,Post-IPO,65.0,United States,1/26/2024,2024,1,Medium,Medium
Microsoft,Seattle,1900.0,2024-01-25,,Other,https://www.theverge.com/2024/1/25/24049050/microsoft-activision-blizzard-layoffs,Post-IPO,1.0,United States,1/25/2024,2024,1,Large,Low
Swiggy,"Bengaluru, Non-U.S.",400.0,2024-01-25,0.07,Food,https://techcrunch.com/2024/01/25/swiggy-to-cut-another-400-jobs-ahead-of-ipo-later-this-year/,Unknown,3600.0,India,1/25/2024,2024,1,Medium,Very High
Veho,Boulder,65.0,2024-01-25,0.19,Logistics,https://techcrunch.com/2024/01/25/delivery-startup-veho-makes-corporate-job-cuts/,Series B,299.0,United States,1/26/2024,2024,1,Small,High
Amperity,Seattle,20.0,2024-01-25,,Marketing,https://www.bizjournals.com/seattle/news/2024/01/25/amperity-layoffs-restructuring-seattle.html,Series D,187.0,United States,1/27/2024,2024,1,Small,Medium
MVPindex,Austin,12.0,2024-01-25,0.3,Marketing,https://www.sportsbusinessjournal.com/Articles/2024/01/25/mvpindex-cuts,Series B,27.0,United States,2/16/2024,2024,1,Small,Low
Cult.fit,"Bengaluru, Non-U.S.",100.0,2024-01-24,,Fitness,https://economictimes.indiatimes.com/tech/startups/zomato-backed-fitness-startup-cult-fit-lays-off-over-100-employees/articleshow/107089694.cms?from=mdr,Series F,635.0,India,4/12/2024,2024,1,Small,High
Personio,"Munich, Non-U.S.",100.0,2024-01-24,,HR,Internal memo,Series E,724.0,Germany,1/25/2024,2024,1,Small,High
Storytel,"Stockholm, Non-U.S.",80.0,2024-01-24,0.13,Media,https://investors.storytel.com/en/storytel-sharpens-focus-on-profitability-on-the-back-of-strong-q4-2023-earnings-and-upgrades-mid-term-financial-targets-announces-efficiency-initiative-and-write-downs/,Post-IPO,275.0,Sweden,1/24/2024,2024,1,Small,High
SAP,"Walldorf, Non-U.S.",8000.0,2024-01-23,0.07,Other,https://www.cnbc.com/2024/01/23/sap-plans-job-changes-or-buyouts-for-8000-employees-in-restructuring-plan.html,Post-IPO,1300.0,Germany,1/24/2024,2024,1,Large,Very High
eBay,SF Bay Area,1000.0,2024-01-23,0.09,Retail,https://www.cnbc.com/2024/01/23/ebay-to-slash-about-1000-roles-or-approximately-9percent-of-full-time-employees.html,Post-IPO,1200.0,United States,1/24/2024,2024,1,Medium,Very High
Vroom,New York City,800.0,2024-01-23,0.9,Transportation,https://www.calcalistech.com/ctechnews/article/bktdjgakt,Post-IPO,1300.0,United States,1/23/2024,2024,1,Medium,Very High
Brex,SF Bay Area,282.0,2024-01-23,0.2,Finance,https://techcrunch.com/2024/01/23/brex-layoffs-fintech/,Series D,1500.0,United States,1/23/2024,2024,1,Medium,Very High
Cure.fit,"Bengaluru, Non-U.S.",120.0,2024-01-23,,Fitness,https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/news/technology/zomato-backed-cult-fit-fires-150-employees-to-lower-cash-burn-12110751.html,Series F,625.0,India,1/23/2024,2024,1,Medium,High
GoStudent,"Vienna, Non-U.S.",100.0,2024-01-23,,Education,https://www.businessinsider.com/gostudent-softbank-backed-edtech-unicorn-carries-out-more-layoffs-2024-1,Series D,686.0,Austria,1/24/2024,2024,1,Small,High
Jellysmack,"Paris, Non-U.S.",30.0,2024-01-23,,Media,https://www.businessinsider.com/creator-startup-jellysmack-lays-off-staffers-restructures-memo-2024-1,Series C,22.0,France,10/23/2024,2024,1,Small,Low
GoTo,Boston,29.0,2024-01-23,,Other,https://www.bizjournals.com/boston/news/2024/01/23/goto-cuts-29-roles-in-massachusetts.html,Acquired,2.0,United States,1/26/2024,2024,1,Small,Low
Seedr,"London, Non-U.S.",15.0,2024-01-23,,Finance,https://sifted.eu/articles/seedrs-lays-off-15-of-its-european-workforce-news,Acquired,28.0,United Kingdom,1/23/2024,2024,1,Small,Low
Riot Games,Los Angeles,530.0,2024-01-22,0.11,Consumer,https://www.bloomberg.com/news/articles/2024-01-22/tencent-s-riot-games-to-lay-off-530-people-about-11-of-staff,Acquired,21.0,United States,1/22/2024,2024,1,Medium,Low
Xendit,"Jakarta, Non-U.S.",200.0,2024-01-22,,Finance,https://www.techinasia.com/indonesian-unicorn-slashes-200-jobs,Series D,534.0,Indonesia,2/2/2024,2024,1,Medium,High
TikTok,Los Angeles,60.0,2024-01-22,,Consumer,https://www.npr.org/2024/01/22/1226127366/tiktok-cuts-jobs-tech-layoffs-china,Acquired,0.0,United States,1/23/2024,2024,1,Small,
SolarEdge,"Tel Aviv, Non-U.S.",900.0,2024-01-21,0.16,Energy,https://www.calcalistech.com/ctechnews/article/rk4xlfcya,Post-IPO,155.0,Israel,1/22/2024,2024,1,Medium,Medium
Wayfair,Boston,1650.0,2024-01-19,0.13,Retail,https://www.cnbc.com/2024/01/19/wayfair-layoffs-home-goods-retailer-to-cut-1650-employees.html,Post-IPO,1700.0,United States,1/19/2024,2024,1,Large,Very High
Amazon,Seattle,30.0,2024-01-18,,Retail,https://www.cnbc.com/2024/01/18/-amazon-layoffs-hit-its-buy-with-prime-unit.html,Post-IPO,108.0,United States,1/19/2024,2024,1,Small,Medium
YouTube,SF Bay Area,100.0,2024-01-17,,Media,https://techcrunch.com/2024/01/17/youtube-to-eliminate-100-employees-as-layoffs-at-google-continue/,Acquired,11.0,United States,1/17/2024,2024,1,Small,Low
Sirplus,"Berlin, Non-U.S.",60.0,2024-01-17,,Food,https://tech.eu/2024/01/19/food-waste-startup-sirplus-files-for-insolvency-due-to/,Seed,0.0,Germany,1/18/2024,2024,1,Small,
SonderMind,Denver,49.0,2024-01-16,0.17,Healthcare,https://endpts.com/mental-health-tech-unicorn-sondermind-lays-off-17-of-its-employees/,Series C,183.0,United States,1/18/2024,2024,1,Small,Medium
First Mode,Seattle,48.0,2024-01-16,0.2,Transportation,https://www.geekwire.com/2024/first-mode-reduces-workforce-revises-hybrid-trucks/,Acquired,9.0,United States,1/18/2024,2024,1,Small,Low
Veeam,Columbus,300.0,2024-01-12,,Data,https://blocksandfiles.com/2024/01/12/veeam-layoffs/,Acquired,500.0,United States,1/13/2024,2024,1,Medium,High
GrabCAD,"Tallinn, Non-U.S.",13.0,2024-01-12,,Other,https://digipro.geenius.ee/rubriik/uudis/eesti-juurtega-grabcad-paneb-tallinnas-pillid-kotti-siinsed-palgad-kasvavad-liiga-kiiresti/,Acquired,28.0,Estonia,1/12/2024,2024,1,Small,Low
New Work SE,"Hamburg, Non-U.S.",400.0,2024-01-11,,Consumer,https://www.new-work.se/de/newsroom/pressemitteilungen/2024-ad-hoc-2024-11-01,Post-IPO,0.0,Germany,1/12/2024,2024,1,Medium,
Playtika,"Tel Aviv, Non-U.S.",300.0,2024-01-11,0.1,Consumer,https://www.calcalistech.com/ctechnews/article/skb6elt006,Post-IPO,0.0,Israel,1/12/2024,2024,1,Medium,
Discord,SF Bay Area,170.0,2024-01-11,0.17,Consumer,https://www.theverge.com/2024/1/11/24034705/discord-layoffs-17-percent-employees,Series H,995.0,United States,1/11/2024,2024,1,Medium,High
Inmobi,"Bengaluru, Non-U.S.",125.0,2024-01-11,0.05,Marketing,https://economictimes.indiatimes.com/tech/technology/inmobi-to-lay-off-125-employees-in-operations-rejig/articleshow/106706950.cms,Unknown,320.0,India,1/12/2024,2024,1,Medium,High
Audible,New York City,100.0,2024-01-11,0.05,Media,https://variety.com/2024/digital/news/audible-layoffs-amazon-1235869320/,Acquired,14.0,United States,1/12/2024,2024,1,Small,Low
7Shifts,"Saskatoon, Non-U.S.",68.0,2024-01-11,0.19,Food,https://betakit.com/7shifts-cuts-19-percent-of-staff-in-new-layoffs-to-start-2024/,Series C,131.0,Canada,1/18/2024,2024,1,Small,Medium
Sisense,New York City,60.0,2024-01-11,0.13,Data,https://www.calcalistech.com/ctechnews/article/ryujxxtoa,Series F,274.0,United States,1/12/2024,2024,1,Small,High
Cloudflare,SF Bay Area,40.0,2024-01-11,,Security,https://twitter.com/eastdakota/status/1745697840180191501,Post-IPO,332.0,United States,2/2/2024,2024,1,Small,High
Citrix,Miami,1000.0,2024-01-10,0.12,Infrastructure,https://www.crn.com/news/cloud/2024/citrix-parent-cloud-software-group-cuts-12-percent-of-workforce,Acquired,20.0,United States,1/11/2024,2024,1,Medium,Low
Google,SF Bay Area,1000.0,2024-01-10,,Consumer,https://www.theverge.com/2024/1/11/24034124/google-layoffs-engineering-assistant-hardware,Post-IPO,26.0,United States,1/11/2024,2024,1,Medium,Low
IAC,New York City,330.0,2024-01-10,,Consumer,https://www.bloomberg.com/news/articles/2024-01-10/iac-divests-mosaic-apps-to-bending-spoons-in-deal-valued-at-100-million-plus?embedded-checkout=true,Post-IPO,0.0,United States,1/13/2024,2024,1,Medium,
FreshDirect,New York City,100.0,2024-01-10,0.03,Food,https://www.grocerydive.com/news/freshdirect-restructures-corporate-division-cuts-jobs/704251/,Acquired,280.0,United States,1/30/2024,2024,1,Small,High
Beam Benefits,Columbus,74.0,2024-01-10,,Healthcare,https://coverager.com/layoffs-at-beam-benefits/,Series E,168.0,United States,1/10/2024,2024,1,Small,Medium
Instagram,SF Bay Area,60.0,2024-01-10,,Consumer,https://www.businessinsider.com/instagram-cuts-technical-program-managers-reinterview-for-pm-roles-2024-1,Acquired,57.0,United States,1/12/2024,2024,1,Small,Medium
Twitch,SF Bay Area,500.0,2024-01-09,0.35,Consumer,https://www.bloomberg.com/news/articles/2024-01-09/amazon-s-twitch-to-cut-500-employees-about-35-of-staff,Acquired,35.0,United States,1/9/2024,2024,1,Medium,Low
Branch,Columbus,85.0,2024-01-09,,Finance,https://coverager.com/insurtech-branch-conducts-another-round-of-layoffs/,Series C,229.0,United States,1/10/2024,2024,1,Small,High
Nevro,SF Bay Area,63.0,2024-01-09,0.05,Healthcare,https://www.marketwatch.com/story/nevro-laying-off-63-employees-revenue-to-beat-analyst-estimates-107a85d7,Post-IPO,556.0,United States,1/10/2024,2024,1,Small,High
FullStory,Atlanta,50.0,2024-01-09,0.1,Marketing,https://docs.google.com/spreadsheets/d/e/2PACX-1vQImogyZzjfY7JuSDHLwScTdPsG2S_y6S6qKnfbroU-tglTZUO81W7R4B5U_-qghCLeZ9v3LpaaTxbU/pubhtml,Unknown,197.0,United States,1/24/2024,2024,1,Small,Medium
Uber Freight,SF Bay Area,40.0,2024-01-09,,Logistics,https://www.freightwaves.com/news/digital-brokerage-uber-freight-slashes-jobs,Subsidiary,2700.0,United States,1/11/2024,2024,1,Small,Very High
Rent the Runway,New York City,37.0,2024-01-09,0.1,Retail,https://www.wsj.com/business/retail/rent-the-runway-to-cut-about-10-of-corporate-jobs-lose-operating-chief-f7bc74b3,Post-IPO,526.0,United States,1/9/2024,2024,1,Small,High
Treasure Financial,SF Bay Area,14.0,2024-01-09,0.6,Finance,https://techcrunch.com/2024/01/09/treasure-financial-lays-off-staff-just-months-after-reporting-explosive-growth/,Series A,14.0,United States,1/30/2024,2024,1,Small,Low
Humane,SF Bay Area,10.0,2024-01-09,0.04,Hardware,https://www.theverge.com/2024/1/9/24032274/humane-layoffs-ai-pin,Series C,230.0,United States,1/10/2024,2024,1,Small,High
Unity,SF Bay Area,1800.0,2024-01-08,0.25,Other,https://www.reuters.com/technology/unity-software-cutting-25-staff-company-reset-continuation-2024-01-08/,Post-IPO,1300.0,United States,1/8/2024,2024,1,Large,Very High
Flipkart,"Bengaluru, Non-U.S.",1100.0,2024-01-08,0.05,Retail,https://www.republicworld.com/business/industry/flipkart-reportedly-to-lay-off-over-1000-employees/,Acquired,12900.0,India,1/13/2024,2024,1,Large,Very High
NuScale Power,Corvallis,154.0,2024-01-08,0.28,Energy,https://www.oregonlive.com/business/2024/01/oregon-nuclear-power-company-nuscale-acknowledges-layoffs-says-154-workers-lost-their-jobs.html,Post-IPO,470.0,United States,1/7/2024,2024,1,Medium,High
Flexe,Seattle,99.0,2024-01-08,0.38,Logistics,https://www.geekwire.com/2024/warehousing-and-logistics-startup-flexe-cuts-38-of-workforce-in-latest-layoffs/,Series D,263.0,United States,1/8/2024,2024,1,Small,High
Pitch,"Berlin, Non-U.S.",80.0,2024-01-08,0.67,Other,https://techcrunch.com/2024/01/08/pitch-christian-reber-venture-funding/,Series B,138.0,Germany,1/8/2024,2024,1,Small,Medium
BenchSci,"Toronto, Non-U.S.",70.0,2024-01-08,0.17,Healthcare,https://betakit.com/benchsci-trims-headcount-citing-generative-ai-economic-conditions/,Series D,164.0,Canada,1/8/2024,2024,1,Small,Medium
NanoString Technologies,Seattle,50.0,2024-01-06,0.09,Healthcare,https://www.geekwire.com/2024/nanostring-technologies-to-cut-9-of-workforce-gets-delisting-warning-from-nasdaq/,Post-IPO,826.0,United States,1/9/2024,2024,1,Small,High
Cue Health,San Diego,94.0,2024-01-05,0.13,Healthcare,https://www.360dx.com/business-news/cue-health-lays-94-people-fda-declines-grant-covidflu-test-eua,Post-IPO,899.0,United States,1/7/2024,2024,1,Small,High
Trigo,"Tel Aviv, Non-U.S.",30.0,2024-01-04,0.15,Retail,https://www.calcalistech.com/ctechnews/article/b1pfj7nu6,Series C,199.0,Israel,1/5/2024,2024,1,Small,Medium
Xerox,Norwalk,3000.0,2024-01-03,0.15,Hardware,https://www.cnbc.com/2024/01/03/xerox-layoffs-company-to-cut-15percent-of-workforce.html,Post-IPO,27200.0,United States,2/29/2024,2024,1,Large,Very High
Lazada Group ,"Singapore, Non-U.S.",100.0,2024-01-03,0.3,Retail,https://www.channelnewsasia.com/singapore/lazada-layoffs-retrenchment-job-cuts-employees-4024746,Acquired,7200.0,Singapore,1/5/2024,2024,1,Small,Very High
Orca Security,"Tel Aviv, Non-U.S.",60.0,2024-01-03,0.15,Security,https://www.calcalistech.com/ctechnews/article/skm23oz00t,Series C,632.0,Israel,1/3/2024,2024,1,Small,High
Frontdesk,Milwaukee,200.0,2024-01-02,1.0,Travel,https://techcrunch.com/2024/01/02/short-term-rental-provider-frontdesk-lays-off-entire-staff-on-the-verge-of-shutting-down/,Unknown,26.0,United States,1/3/2024,2024,1,Medium,Low
The Messenger,New York City,24.0,2024-01-02,,Media,https://www.nytimes.com/2024/01/02/business/media/the-messenger-news-layoffs.html,Unknown,0.0,United States,1/3/2024,2024,1,Small,
Ocado,"London, Non-U.S.",1000.0,2023-12-31,,Food,https://www.thetimes.com/business-money/entrepreneurs/article/ocado-reduced-staff-numbers-amid-difficult-times-for-online-grocers-xrxknd58s,Post-IPO,2000.0,United Kingdom,7/26/2024,2023,12,Medium,Very High
Paytm,"Noida, Non-U.S.",1000.0,2023-12-25,,Finance,https://timesofindia.indiatimes.com/business/india-business/paytm-announces-layoffs-aims-to-streamline-operations-and-reduce-costs/articleshow/106260763.cms?from=mdr,Unknown,0.0,India,12/26/2023,2023,12,Medium,
